facts,longitude,latitude
Prescription Medication,-73.8518144,40.7892564
Prescription Medication,-73.996839,40.7373607
Prescription Medication,-73.8998689,40.6962199
Prescription Medication,-73.9783329,40.7540989
Prescription Medication,-73.8403274,40.7288072
Prescription Medication,-73.948827,40.7858819
Prescription Medication,-73.9693376,40.763547
Prescription Medication,-73.9769607,40.7559788
Prescription Medication,-73.9939358,40.7589782
Prescription Medication,-73.9501034,40.5861291
Aggressive Driving/Road Rage,-73.9417705,40.8070898
Prescription Medication,-73.9676557,40.7107238
Prescription Medication,-73.9588098,40.7599125
Prescription Medication,-73.9787516,40.7199351
Prescription Medication,-73.8625956,40.7342733
Aggressive Driving/Road Rage,-73.9661291,40.7621793
Aggressive Driving/Road Rage,-73.8918767,40.8301369
Alcohol Involvement,-73.8735956,40.839799
Prescription Medication,-73.9086923,40.8339392
Prescription Medication,-73.8859506,40.8511832
Aggressive Driving/Road Rage,-73.9147622,40.6345512
Alcohol Involvement,-74.0732814,40.6393464
Alcohol Involvement,-73.9240365,40.8684732
Alcohol Involvement,-74.0882162,40.6118413
Aggressive Driving/Road Rage,-73.9586497,40.7211812
Prescription Medication,-73.8278647,40.7653631
Alcohol Involvement,-73.9462797,40.7922458
Prescription Medication,-73.9258275,40.6273922
Prescription Medication,-73.9535212,40.6673324
Prescription Medication,-73.8437349,40.7712484
Animals Action,-74.1951415,40.5446812
Alcohol Involvement,-73.8715951,40.7453258
Alcohol Involvement,-73.9613401,40.7552245
Prescription Medication,-73.9223713,40.8361093
Alcohol Involvement,-73.8447901,40.7584045
Prescription Medication,-73.9407195,40.5838327
Prescription Medication,-73.8252243,40.7818569
Alcohol Involvement,-73.8870992,40.7494537
Alcohol Involvement,-74.1444428,40.5438696
Alcohol Involvement,-73.8662678,40.75278
Alcohol Involvement,-73.9817565,40.6415366
Prescription Medication,-73.982275,40.7515772
Prescription Medication,-73.8082443,40.6963946
Prescription Medication,-73.8905746,40.7473436
Alcohol Involvement,-73.9697999,40.7629131
Alcohol Involvement,-73.839046,40.6558328
Alcohol Involvement,-73.9050772,40.8171606
Aggressive Driving/Road Rage,-73.9629548,40.6735884
Alcohol Involvement,-73.8028734,40.7614474
Alcohol Involvement,-73.8844393,40.7556569
Alcohol Involvement,-73.9174785,40.7705924
Prescription Medication,-73.9185976,40.8663149
Prescription Medication,-73.9212136,40.8676918
Prescription Medication,-74.0053146,40.7286048
Aggressive Driving/Road Rage,-73.9114588,40.7998519
Alcohol Involvement,-73.9520171,40.7988329
Prescription Medication,-73.966814,40.7641063
Prescription Medication,-73.9804639,40.6997037
Alcohol Involvement,-73.9923627,40.6896895
Prescription Medication,-73.9821935,40.7727968
Alcohol Involvement,-73.9982427,40.5976845
Prescription Medication,-73.886732,40.8592561
Prescription Medication,-73.871598,40.8786453
Alcohol Involvement,-73.8855916,40.738325
Prescription Medication,-73.9997006,40.7117796
Alcohol Involvement,-73.9078268,40.7569982
Prescription Medication,-73.9063041,40.7797289
Alcohol Involvement,-73.7771386,40.6753136
Prescription Medication,-73.8251018,40.6929686
Aggressive Driving/Road Rage,-73.9306419,40.8436582
Prescription Medication,-73.9841751,40.7598419
Alcohol Involvement,-73.9377529,40.8348917
Alcohol Involvement,-73.9861892,40.5862763
Aggressive Driving/Road Rage,-73.8696134,40.8792649
Prescription Medication,-73.799956,40.7917197
Prescription Medication,-73.8265417,40.7604644
Prescription Medication,-74.0923984,40.607073
Alcohol Involvement,-73.8468019,40.6856627
Alcohol Involvement,-73.8999829,40.7356156
Prescription Medication,-73.8949631,40.8687496
Drugs (Illegal),-73.9293693,40.7967991
Animals Action,-73.8169487,40.6797563
Alcohol Involvement,-73.9958437,40.7265271
Aggressive Driving/Road Rage,-74.0869869,40.6165331
Prescription Medication,-73.9847854,40.7112296
Prescription Medication,-73.9873883,40.5851593
Animals Action,-73.9922356,40.6661366
Prescription Medication,-73.9982253,40.7132425
Prescription Medication,-73.8379084,40.842052
Prescription Medication,-74.0266472,40.616508
Aggressive Driving/Road Rage,-73.8663818,40.8875624
Aggressive Driving/Road Rage,-73.9371959,40.6937513
Prescription Medication,-73.9313394,40.6974205
Aggressive Driving/Road Rage,-73.7813862,40.6750967
Prescription Medication,-73.9090397,40.8626793
Prescription Medication,-73.9861638,40.7263974
Prescription Medication,-74.009256,40.7132559
Prescription Medication,-73.9298028,40.64632
Alcohol Involvement,-73.821356,40.6804988
Prescription Medication,-73.8803322,40.7373342
Prescription Medication,-73.8037413,40.7621323
Prescription Medication,-74.004927,40.7570213
Prescription Medication,-73.9942752,40.7156221
Prescription Medication,-74.0055789,40.6531978
Prescription Medication,-73.9135417,40.7534674
Prescription Medication,-73.976743,40.7591654
Prescription Medication,-74.0051067,40.7464018
Alcohol Involvement,-73.8022272,40.7067487
Prescription Medication,-73.9703673,40.7940523
Prescription Medication,-73.9018367,40.6652029
Prescription Medication,-73.9572076,40.6635186
Alcohol Involvement,-73.7891291,40.7654551
Prescription Medication,-73.9760491,40.7514416
Prescription Medication,-73.9417705,40.8070898
Prescription Medication,-73.8044909,40.6961687
Prescription Medication,-73.8304381,40.7726569
Prescription Medication,-73.9663001,40.6095563
Prescription Medication,-74.2065325,40.5398771
Prescription Medication,-73.8800933,40.7638181
Prescription Medication,-73.9012173,40.6404609
Alcohol Involvement,-73.9608678,40.5808248
Drugs (Illegal),-73.9927692,40.665508
Alcohol Involvement,-73.8542735,40.6622759
Prescription Medication,-73.9656478,40.5755261
Prescription Medication,-73.9638107,40.6175896
Prescription Medication,-73.9871437,40.7710545
Prescription Medication,-73.9607309,40.6054703
Prescription Medication,-73.7176262,40.7440274
Prescription Medication,-73.9630991,40.7058999
Prescription Medication,-74.0077442,40.7102203
Prescription Medication,-73.9451224,40.6364471
Prescription Medication,-73.8891617,40.6551317
Aggressive Driving/Road Rage,-73.9488916,40.7111671
Prescription Medication,-73.8625956,40.7342733
Fell Asleep,-73.9603884,40.5758373
Aggressive Driving/Road Rage,-73.9247844,40.6771023
Prescription Medication,-73.9358995,40.5943345
Aggressive Driving/Road Rage,-73.7661877,40.7263282
Prescription Medication,-74.1697354,40.560249
Prescription Medication,-73.9648002,40.6332297
Prescription Medication,-73.9518354,40.7904175
Prescription Medication,-73.9516189,40.6262532
Prescription Medication,-73.9199662,40.6694768
Alcohol Involvement,-73.9096348,40.8371265
Alcohol Involvement,-73.8526547,40.7370625
Alcohol Involvement,-74.0073938,40.7051837
Alcohol Involvement,-73.9322649,40.6419491
Prescription Medication,-73.9235855,40.6505183
Prescription Medication,-73.952875,40.576883
Alcohol Involvement,-73.9878392,40.6598177
Prescription Medication,-73.9887629,40.696197
Prescription Medication,-73.7636094,40.7391739
Fell Asleep,-73.9561419,40.694578
Aggressive Driving/Road Rage,-73.998596,40.7502418
Prescription Medication,-73.9362176,40.8306064
Alcohol Involvement,-73.8800877,40.8732062
Prescription Medication,-73.9930913,40.7228188
Fell Asleep,-73.998596,40.7502418
Alcohol Involvement,-73.9218942,40.8053681
Prescription Medication,-73.9949534,40.7158555
Prescription Medication,-74.008377,40.6366356
Prescription Medication,-73.9930498,40.6014776
Prescription Medication,-73.7037358,40.7383191
Alcohol Involvement,-73.7574034,40.6794814
Prescription Medication,-73.9508794,40.8183941
Prescription Medication,-73.8971915,40.7580597
Prescription Medication,-73.9820779,40.7729916
Alcohol Involvement,-73.8038446,40.7614079
Alcohol Involvement,-73.9306058,40.6538055
Aggressive Driving/Road Rage,-73.9249165,40.8383616
Prescription Medication,-73.9879639,40.6075652
Alcohol Involvement,-73.8550445,40.7536639
Prescription Medication,-73.9476044,40.8252325
Prescription Medication,-73.9215236,40.7766141
Fell Asleep,-73.9056006,40.8531497
Fell Asleep,-74.0133568,40.6387349
Prescription Medication,-74.02042,40.6420578
Prescription Medication,-73.9348039,40.7133723
Alcohol Involvement,-74.0117738,40.6504919
Aggressive Driving/Road Rage,-74.0896175,40.6039791
Prescription Medication,-73.943675,40.7206588
Prescription Medication,-73.9707293,40.7673928
Prescription Medication,-73.9080232,40.8317676
Prescription Medication,-73.9532706,40.6700084
Alcohol Involvement,-73.7678069,40.764846
Aggressive Driving/Road Rage,-73.925501,40.6423758
Alcohol Involvement,-74.1235646,40.637876
Alcohol Involvement,-74.1234731,40.637135
Prescription Medication,-73.9703425,40.7523789
Prescription Medication,-73.9841185,40.7548409
Prescription Medication,-73.9822272,40.727846
Drugs (Illegal),-73.826959,40.69433
Alcohol Involvement,-73.9011755,40.8243896
Alcohol Involvement,-73.9849757,40.7791238
Alcohol Involvement,-73.9370159,40.6323121
Aggressive Driving/Road Rage,-73.9316841,40.744669
Alcohol Involvement,-73.9950165,40.7398611
Prescription Medication,-73.9686418,40.7616008
Prescription Medication,-73.9794428,40.6427961
Alcohol Involvement,-73.8037077,40.6755733
Alcohol Involvement,-73.8508811,40.7375562
Aggressive Driving/Road Rage,-73.7754626,40.7434286
Alcohol Involvement,-73.8336777,40.7563194
Prescription Medication,-73.8788616,40.7562413
Alcohol Involvement,-73.8069882,40.7017696
Alcohol Involvement,-73.8319767,40.8797307
Alcohol Involvement,-73.9226143,40.6427335
Alcohol Involvement,-73.9189293,40.8611414
Prescription Medication,-73.8587648,40.7507179
Prescription Medication,-73.8229229,40.8290746
Prescription Medication,-73.9862735,40.5788242
Prescription Medication,-73.9827137,40.6884588
Prescription Medication,-73.9901323,40.7516577
Aggressive Driving/Road Rage,-73.8400412,40.6811713
Prescription Medication,-73.9513172,40.6891332
Prescription Medication,-73.826362,40.7518594
Alcohol Involvement,-73.9368917,40.8550978
Alcohol Involvement,-73.7977044,40.7043282
Aggressive Driving/Road Rage,-73.973995,40.6140296
Prescription Medication,-73.9940403,40.7203211
Prescription Medication,-74.0259567,40.6286484
Prescription Medication,-73.9579029,40.7611802
Prescription Medication,-74.006248,40.7170768
Prescription Medication,-73.9006685,40.6436608
Prescription Medication,-73.9326968,40.7031716
Prescription Medication,-73.8006363,40.6742917
Prescription Medication,-73.9821793,40.7722094
Prescription Medication,-73.8839131,40.8194193
Prescription Medication,-73.8997812,40.8865285
Aggressive Driving/Road Rage,-73.901897,40.7026636
Prescription Medication,-73.9492398,40.8128271
Prescription Medication,-73.8451332,40.6822652
Alcohol Involvement,-73.8889228,40.8462813
Prescription Medication,-73.9004033,40.6933521
Prescription Medication,-73.8748059,40.8957262
Prescription Medication,-73.9818055,40.6471278
Prescription Medication,-73.9278657,40.6281676
Aggressive Driving/Road Rage,-73.9965927,40.7551823
Prescription Medication,-73.7770161,40.7583179
Prescription Medication,-73.9927692,40.665508
Prescription Medication,-73.8969933,40.8978781
Alcohol Involvement,-74.0931471,40.6403421
Prescription Medication,-73.9296509,40.8621502
Prescription Medication,-73.9685308,40.5763037
Prescription Medication,-73.8637028,40.7469059
Aggressive Driving/Road Rage,-73.9306058,40.6538055
Prescription Medication,-73.9864031,40.7558074
Prescription Medication,-73.7430328,40.7654658
Alcohol Involvement,-73.8386985,40.781677
Alcohol Involvement,-73.7972118,40.6919621
Alcohol Involvement,-73.8637028,40.7469059
Prescription Medication,-74.0093189,40.7247015
Prescription Medication,-73.7898586,40.7687886
Animals Action,-74.1925882,40.5626394
Prescription Medication,-73.9818237,40.7521974
Aggressive Driving/Road Rage,-73.9323363,40.5857412
Prescription Medication,-73.8333515,40.7640838
Prescription Medication,-73.845503,40.7249661
Prescription Medication,-73.985654,40.5806604
Prescription Medication,-73.9480519,40.7518413
Prescription Medication,-74.1930103,40.5343259
Alcohol Involvement,-73.9874743,40.760405
Prescription Medication,-73.8819267,40.8821311
Aggressive Driving/Road Rage,-73.9293532,40.642134
Prescription Medication,-73.955284,40.6133761
Alcohol Involvement,-73.8975648,40.7077596
Alcohol Involvement,-73.8986633,40.6057453
Aggressive Driving/Road Rage,-73.9603914,40.6739993
Prescription Medication,-73.9493782,40.702159
Prescription Medication,-73.9380903,40.8178994
Prescription Medication,-73.7947294,40.7100129
Prescription Medication,-73.9197796,40.8035936
Prescription Medication,-73.9590046,40.7834679
Prescription Medication,-73.8757335,40.8387336
Alcohol Involvement,-73.8574424,40.8745144
Prescription Medication,-73.9443882,40.7004248
Prescription Medication,-73.9090397,40.8626793
Prescription Medication,-73.8402918,40.6608493
Alcohol Involvement,-73.9605598,40.8158809
Prescription Medication,-73.9465889,40.7849422
Prescription Medication,-73.9849633,40.6104469
Prescription Medication,-73.9610935,40.6940116
Aggressive Driving/Road Rage,-73.935449,40.7400682
Prescription Medication,-73.9315261,40.6350071
Prescription Medication,-73.9968524,40.7577322
Prescription Medication,-73.9217822,40.7316553
Prescription Medication,-73.8801755,40.7582683
Prescription Medication,-74.0011362,40.7101767
Prescription Medication,-73.9953547,40.7546882
Prescription Medication,-73.9736473,40.7920934
Prescription Medication,-73.9919214,40.7311655
Alcohol Involvement,-74.0044171,40.7422847
Prescription Medication,-73.9282671,40.7105331
Alcohol Involvement,-73.9500905,40.6997906
Prescription Medication,-73.9582594,40.578274
Drugs (Illegal),-73.9887144,40.7485121
Aggressive Driving/Road Rage,-74.0103916,40.7320217
Prescription Medication,-74.0308435,40.6166991
Alcohol Involvement,-73.9593299,40.6529272
Prescription Medication,-73.9095834,40.7021237
Prescription Medication,-73.8133341,40.6972045
Alcohol Involvement,-73.9251435,40.8100528
Animals Action,-73.9027807,40.8583897
Prescription Medication,-73.9212136,40.8676918
Prescription Medication,-73.8496051,40.7329423
Alcohol Involvement,-74.0185524,40.6509814
Prescription Medication,-73.8031398,40.7043047
Prescription Medication,-73.9911633,40.5975525
Prescription Medication,-73.9886394,40.7229337
Prescription Medication,-73.7799356,40.6667525
Alcohol Involvement,-73.7728608,40.7362694
Prescription Medication,-73.7653484,40.6664931
Prescription Medication,-73.9163325,40.6551328
Alcohol Involvement,-73.9552939,40.6792042
Prescription Medication,-73.9807053,40.6134024
Aggressive Driving/Road Rage,-73.9588124,40.7148244
Prescription Medication,-73.9844773,40.7798072
Animals Action,-73.9965685,40.6650745
Prescription Medication,-73.9883345,40.7541306
Prescription Medication,-73.987578,40.7653647
Alcohol Involvement,-73.79557,40.5970526
Alcohol Involvement,-73.7699963,40.6672401
Alcohol Involvement,-74.0000829,40.648046
Alcohol Involvement,-73.8010241,40.6760353
Animals Action,-73.8047976,40.6689987
Alcohol Involvement,-73.8811033,40.7581704
Aggressive Driving/Road Rage,-74.0029696,40.7342536
Fell Asleep,-74.0048448,40.7188527
Prescription Medication,-73.7967532,40.7241163
Alcohol Involvement,-73.9354247,40.8507741
Prescription Medication,-74.0104641,40.7115348
Aggressive Driving/Road Rage,-73.9497508,40.5906331
Alcohol Involvement,-73.7869812,40.6751209
Alcohol Involvement,-73.8831727,40.6323716
Prescription Medication,-73.9090397,40.8626793
Alcohol Involvement,-73.9781673,40.7416432
Alcohol Involvement,-73.8645761,40.7309325
Alcohol Involvement,-73.8296055,40.6973285
Prescription Medication,-73.9439099,40.7116424
Prescription Medication,-73.8278248,40.7542523
Prescription Medication,-73.8478351,40.6800647
Prescription Medication,-73.9982097,40.7558686
Alcohol Involvement,-73.7781931,40.7484775
Alcohol Involvement,-73.7899666,40.854751
Alcohol Involvement,-73.9496891,40.8302425
Prescription Medication,-73.8942315,40.7399663
Prescription Medication,-73.9671851,40.6337025
Prescription Medication,-74.0000649,40.732928
Alcohol Involvement,-73.8393959,40.7098995
Alcohol Involvement,-74.2304414,40.5246116
Alcohol Involvement,-73.9257344,40.8211748
